timestamp,name,alias,group,activity,raw_mileage,share_img,actual_mileage
2020-11-01 06:56:20,Andrea Ayers,A. Ayers,ADSS/ADWS/ADWO,Cycle,5,,1.25
2020-11-01 06:57:32,Kenneth Rogers,K. Rogers,ABM,Walk,10,,10.0
2020-11-01 06:58:00,Jeffrey Smith,J. Smith,ABM,Swim,3,,18.0
2020-11-01 07:42:23,Pamela Graham,P. Graham,ADW,Run,8,,8.0
2020-11-01 08:34:09,George Cook,G. Cook,ADW,Walk,4,,4.0
2020-11-01 08:55:59,Paul Hoover,P. Hoover,AFE,Walk,4,,4.0
2020-11-01 09:19:22,Diana Lee,D. Lee,ATC,Walk,9,,9.0
2020-11-01 14:11:25,Aaron Graham,A. Graham,ADSS/ADWS/ADWO,Swim,4,,24.0
2020-11-01 14:48:04,Jerome Whitehead,J. Whitehead,ADW,Walk,2,,2.0
2020-11-01 16:48:22,Angel Benson,A. Benson,ADSS/ADWS/ADWO,Swim,2,,12.0
2020-11-01 17:42:16,Lisa Simpson,L. Simpson,AFE,Swim,4,,24.0
2020-11-01 18:21:47,Morgan Woods,M. Woods,ADSS/ADWS/ADWO,Walk,9,,9.0
2020-11-01 18:33:26,Heidi Caldwell,H. Caldwell,ABM,Walk,5,,5.0
2020-11-01 19:21:05,Brian Lambert,B. Lambert,AFE,Cycle,6,,1.5
2020-11-01 19:23:29,Sydney Parsons,S. Parsons,ADW,Walk,3,,3.0
2020-11-01 21:32:25,Stefanie Tucker,S. Tucker,ABM,Run,10,,10.0
2020-11-01 23:46:41,Paula Scott,P. Scott,ATC,Swim,9,,54.0
2020-11-01 23:49:34,Laura Tucker,L. Tucker,AOSX/AOS,Walk,1,,1.0
2020-11-02 01:22:29,Cynthia Webb,C. Webb,ADW,Cycle,8,,2.0
2020-11-02 01:53:47,Jessica Carter,J. Carter,ADSS/ADWS/ADWO,Run,5,,5.0
2020-11-02 02:06:49,Patricia Roberts,P. Roberts,ATC,Cycle,1,,0.25
2020-11-02 02:32:40,Jerome Whitehead,J. Whitehead,ADW,Swim,10,,60.0
2020-11-02 02:35:02,Paul Rogers,P. Rogers,AOSX/AOS,Cycle,5,,1.25
2020-11-02 02:50:42,Amanda Taylor,A. Taylor,ADW,Run,4,,4.0
2020-11-02 04:05:08,Vicki Flores,V. Flores,ADSS/ADWS/ADWO,Cycle,3,,0.75
2020-11-02 04:36:06,Arthur Kelly,A. Kelly,ATC,Walk,9,,9.0
2020-11-02 04:48:28,Thomas Berry,T. Berry,ADSS/ADWS/ADWO,Run,1,,1.0
2020-11-02 05:16:04,Patricia Roberts,P. Roberts,ATC,Run,2,,2.0
2020-11-02 05:23:50,Tanya Lamb,T. Lamb,AFE,Swim,7,,42.0
2020-11-02 07:03:42,Jacqueline Young,J. Young,ADSS/ADWS/ADWO,Run,6,,6.0
2020-11-02 07:29:18,Zachary Thomas,Z. Thomas,ADSS/ADWS/ADWO,Cycle,8,,2.0
2020-11-02 07:41:22,Amanda Taylor,A. Taylor,ADW,Run,9,,9.0
2020-11-02 07:46:25,Paul Rogers,P. Rogers,AOSX/AOS,Walk,8,,8.0
2020-11-02 12:37:18,Shawn Brown,S. Brown,ATC,Run,8,,8.0
2020-11-02 14:37:09,Stephanie Walker,S. Walker,AFE,Walk,5,,5.0
2020-11-02 18:15:50,Jonathan Harris,J. Harris,ADW,Cycle,3,,0.75
2020-11-02 21:04:45,Stephanie Lee DDS,S. Lee,ADW,Walk,1,,1.0
2020-11-02 22:18:28,David Johnson,D. Johnson,AFE,Cycle,7,,1.75
2020-11-02 23:19:16,Brandon Russell,B. Russell,ATC,Cycle,5,,1.25
2020-11-02 23:41:01,Shawn Brown,S. Brown,ATC,Swim,4,,24.0
2020-11-02 23:45:02,Jonathan Calderon,J. Calderon,AFE,Walk,1,,1.0
2020-11-03 00:15:00,Paul Rogers,P. Rogers,AOSX/AOS,Walk,10,,10.0
2020-11-03 01:12:47,Diana Lee,D. Lee,ATC,Walk,9,,9.0
2020-11-03 03:07:11,Brandon Ramos,B. Ramos,AFE,Cycle,2,,0.5
2020-11-03 04:50:26,Charles Tyler,C. Tyler,AFE,Run,4,,4.0
2020-11-03 04:59:54,Charles Tyler,C. Tyler,AFE,Cycle,4,,1.0
2020-11-03 05:51:34,Stephanie Lee DDS,S. Lee,ADW,Cycle,10,,2.5
2020-11-03 05:53:29,Rachel Webb,R. Webb,AFE,Walk,2,,2.0
2020-11-03 06:36:51,Jeffrey Smith,J. Smith,ABM,Swim,1,,6.0
2020-11-03 10:36:24,Lawrence Crawford,L. Crawford,AFE,Walk,5,,5.0
2020-11-03 11:20:17,James Jones,J. Jones,AOSX/AOS,Swim,6,,36.0
2020-11-03 11:44:50,Aaron Graham,A. Graham,ADSS/ADWS/ADWO,Cycle,6,,1.5
2020-11-03 13:45:35,Heidi Caldwell,H. Caldwell,ABM,Swim,8,,48.0
2020-11-03 14:05:07,Jeffrey Smith,J. Smith,ABM,Cycle,8,,2.0
2020-11-03 16:27:00,Lawrence Crawford,L. Crawford,AFE,Swim,2,,12.0
2020-11-03 17:16:52,Ian Townsend,I. Townsend,AOSX/AOS,Swim,5,,30.0
2020-11-03 18:26:30,Stefanie Tucker,S. Tucker,ABM,Walk,4,,4.0
2020-11-03 18:36:01,Heidi Caldwell,H. Caldwell,ABM,Swim,7,,42.0
2020-11-03 20:06:07,Harold Perez,H. Perez,AOSX/AOS,Walk,2,,2.0
2020-11-03 23:04:49,Jennifer Robbins,J. Robbins,AOSX/AOS,Swim,7,,42.0
2020-11-04 00:05:15,Rick Rodriguez,R. Rodriguez,ADSS/ADWS/ADWO,Run,7,,7.0
2020-11-04 00:09:47,Kyle Jones,K. Jones,AFE,Cycle,6,,1.5
2020-11-04 02:01:24,Amanda Taylor,A. Taylor,ADW,Walk,6,,6.0
2020-11-04 02:09:43,Morgan Woods,M. Woods,ADSS/ADWS/ADWO,Walk,7,,7.0
2020-11-04 04:06:48,Melinda Little,M. Little,ABM,Run,2,,2.0
2020-11-04 04:36:03,Cynthia Webb,C. Webb,ADW,Walk,4,,4.0
2020-11-04 05:18:56,Lisa Simpson,L. Simpson,AFE,Cycle,6,,1.5
2020-11-04 05:25:37,Rick Rodriguez,R. Rodriguez,ADSS/ADWS/ADWO,Run,2,,2.0
2020-11-04 05:44:16,Jennifer Robbins,J. Robbins,AOSX/AOS,Walk,8,,8.0
2020-11-04 07:10:56,Barbara Baker,B. Baker,ATC,Swim,6,,36.0
2020-11-04 07:31:03,Paul Rogers,P. Rogers,AOSX/AOS,Swim,10,,60.0
2020-11-04 08:04:48,Brian Lambert,B. Lambert,AFE,Walk,10,,10.0
2020-11-04 08:15:45,Brian Lambert,B. Lambert,AFE,Walk,6,,6.0
2020-11-04 08:21:51,Rachel Webb,R. Webb,AFE,Swim,5,,30.0
2020-11-04 08:39:34,Arthur Kelly,A. Kelly,ATC,Swim,1,,6.0
2020-11-04 09:39:38,Todd Cross,T. Cross,ABM,Run,3,,3.0
2020-11-04 09:56:45,Cynthia Webb,C. Webb,ADW,Walk,3,,3.0
2020-11-04 10:22:36,Steven Peterson,S. Peterson,ADW,Walk,1,,1.0
2020-11-04 13:23:20,Stefanie Tucker,S. Tucker,ABM,Cycle,4,,1.0
2020-11-04 14:09:44,William Wallace,W. Wallace,AOSX/AOS,Walk,5,,5.0
2020-11-04 18:18:50,Stephanie Walker,S. Walker,AFE,Run,9,,9.0
2020-11-04 20:11:37,Charles Tyler,C. Tyler,AFE,Walk,9,,9.0
2020-11-04 20:20:25,Erica Raymond,E. Raymond,ADSS/ADWS/ADWO,Walk,4,,4.0
2020-11-04 20:34:21,Mark Villanueva,M. Villanueva,ATC,Cycle,4,,1.0
2020-11-04 20:37:45,Rick Johnson,R. Johnson,ATC,Cycle,4,,1.0
2020-11-04 21:41:18,Mark Villanueva,M. Villanueva,ATC,Run,6,,6.0
2020-11-04 22:51:53,Angel Ho,A. Ho,AFE,Swim,9,,54.0
2020-11-04 22:59:59,Danielle Vaughn,D. Vaughn,ADSS/ADWS/ADWO,Swim,7,,42.0
2020-11-05 00:18:56,Rick Rodriguez,R. Rodriguez,ADSS/ADWS/ADWO,Swim,9,,54.0
2020-11-05 02:27:48,Veronica Barnett,V. Barnett,ADW,Walk,1,,1.0
2020-11-05 03:25:12,Mary Jackson,M. Jackson,ATC,Swim,6,,36.0
2020-11-05 06:00:07,Rachel Webb,R. Webb,AFE,Cycle,4,,1.0
2020-11-05 07:11:06,Jennifer Robbins,J. Robbins,AOSX/AOS,Cycle,3,,0.75
2020-11-05 11:04:48,Melinda Little,M. Little,ABM,Run,9,,9.0
2020-11-05 11:06:38,Jonathan Harris,J. Harris,ADW,Run,1,,1.0
2020-11-05 11:53:35,Veronica Barnett,V. Barnett,ADW,Swim,1,,6.0
2020-11-05 12:13:52,Heidi Caldwell,H. Caldwell,ABM,Swim,3,,18.0
2020-11-05 13:05:00,Brian Lambert,B. Lambert,AFE,Cycle,8,,2.0
2020-11-05 13:09:28,Todd Cross,T. Cross,ABM,Cycle,1,,0.25
2020-11-05 13:46:58,Angel Benson,A. Benson,ADSS/ADWS/ADWO,Walk,5,,5.0
2020-11-05 13:57:43,Cynthia Webb,C. Webb,ADW,Run,10,,10.0
2020-11-05 14:17:14,Evelyn Christian,E. Christian,AOSX/AOS,Swim,6,,36.0
2020-11-05 14:36:27,Brandon Fuller,B. Fuller,ABM,Cycle,7,,1.75
2020-11-05 17:15:15,Pamela Graham,P. Graham,ADW,Cycle,3,,0.75
2020-11-05 18:41:26,Jerome Whitehead,J. Whitehead,ADW,Swim,1,,6.0
2020-11-05 18:44:40,Jeffrey Smith,J. Smith,ABM,Run,10,,10.0
2020-11-05 19:10:08,Harold Perez,H. Perez,AOSX/AOS,Run,2,,2.0
2020-11-05 20:19:16,Tanya Lamb,T. Lamb,AFE,Run,8,,8.0
2020-11-05 20:28:14,Lori Pham,L. Pham,AOSX/AOS,Swim,7,,42.0
2020-11-05 20:31:06,Stefanie Tucker,S. Tucker,ABM,Cycle,2,,0.5
2020-11-05 22:28:52,Stephanie Walker,S. Walker,AFE,Walk,10,,10.0
2020-11-05 23:27:08,Evan Peterson,E. Peterson,AOSX/AOS,Run,8,,8.0
2020-11-06 00:24:20,Danielle Vaughn,D. Vaughn,ADSS/ADWS/ADWO,Walk,9,,9.0
2020-11-06 02:22:37,Danny Mason,D. Mason,AOSX/AOS,Cycle,8,,2.0
2020-11-06 04:50:19,James Mays,J. Mays,ADW,Walk,8,,8.0
2020-11-06 05:54:22,Cameron Proctor,C. Proctor,ADSS/ADWS/ADWO,Run,7,,7.0
2020-11-06 06:04:45,Patricia Roberts,P. Roberts,ATC,Swim,8,,48.0
2020-11-06 06:33:28,Mark Booker,M. Booker,AOSX/AOS,Run,4,,4.0
2020-11-06 09:03:48,Shawn Brown,S. Brown,ATC,Cycle,9,,2.25
2020-11-06 09:12:04,James Mays,J. Mays,ADW,Swim,1,,6.0
2020-11-06 13:28:21,Tammy Franco,T. Franco,AFE,Swim,6,,36.0
2020-11-06 14:51:07,Kelsey Pacheco,K. Pacheco,ADSS/ADWS/ADWO,Swim,5,,30.0
2020-11-06 14:54:55,Matthew Payne,M. Payne,AFE,Walk,1,,1.0
2020-11-06 15:23:27,Zachary Thomas,Z. Thomas,ADSS/ADWS/ADWO,Cycle,7,,1.75
2020-11-06 16:30:09,Craig Gonzalez,C. Gonzalez,ATC,Cycle,7,,1.75
2020-11-06 21:35:12,Jonathan Calderon,J. Calderon,AFE,Walk,8,,8.0
2020-11-06 22:25:25,Jacqueline Young,J. Young,ADSS/ADWS/ADWO,Cycle,6,,1.5
2020-11-06 22:36:49,Evelyn Christian,E. Christian,AOSX/AOS,Swim,2,,12.0
2020-11-06 23:49:53,Danny Mason,D. Mason,AOSX/AOS,Cycle,2,,0.5
2020-11-06 23:55:51,Andrea Ayers,A. Ayers,ADSS/ADWS/ADWO,Swim,10,,60.0
2020-11-07 00:09:53,Cameron Proctor,C. Proctor,ADSS/ADWS/ADWO,Cycle,2,,0.5
2020-11-07 01:11:40,Lisa Simpson,L. Simpson,AFE,Swim,9,,54.0
2020-11-07 02:05:39,James Mays,J. Mays,ADW,Run,4,,4.0
2020-11-07 02:37:55,Angel Ho,A. Ho,AFE,Walk,7,,7.0
2020-11-07 02:58:03,David Johnson,D. Johnson,AFE,Walk,8,,8.0
2020-11-07 04:37:11,Mark Villanueva,M. Villanueva,ATC,Run,3,,3.0
2020-11-07 05:19:49,Rick Johnson,R. Johnson,ATC,Walk,1,,1.0
2020-11-07 07:45:47,Jonathan Calderon,J. Calderon,AFE,Swim,8,,48.0
2020-11-07 10:19:32,Jonathan Calderon,J. Calderon,AFE,Cycle,8,,2.0
2020-11-07 10:56:22,James Jones,J. Jones,AOSX/AOS,Cycle,7,,1.75
2020-11-07 12:27:02,Mark Villanueva,M. Villanueva,ATC,Run,5,,5.0
2020-11-07 16:26:11,Christopher Perry,C. Perry,ABM,Swim,8,,48.0
2020-11-07 17:00:47,Sydney Parsons,S. Parsons,ADW,Swim,8,,48.0
2020-11-07 17:06:48,Ryan Mack,R. Mack,ADSS/ADWS/ADWO,Swim,6,,36.0
2020-11-07 17:38:51,Justin Richardson,J. Richardson,ADW,Run,8,,8.0
2020-11-07 19:46:38,Sean Mcdonald,S. Mcdonald,AFE,Swim,10,,60.0
2020-11-07 20:40:04,Catherine Wilkins,C. Wilkins,AFE,Swim,5,,30.0
2020-11-07 20:53:36,Johnny Lee,J. Lee,AFE,Swim,1,,6.0
2020-11-07 21:12:40,Melinda Little,M. Little,ABM,Swim,2,,12.0
2020-11-07 21:45:11,James Rodriguez,J. Rodriguez,ADW,Cycle,9,,2.25
2020-11-07 21:46:07,Amanda Taylor,A. Taylor,ADW,Walk,2,,2.0
2020-11-07 22:33:49,Antonio Taylor,A. Taylor,ABM,Swim,4,,24.0
2020-11-07 22:55:17,Jennifer Robbins,J. Robbins,AOSX/AOS,Run,8,,8.0
2020-11-07 23:05:33,Jeffrey Fisher,J. Fisher,ABM,Run,4,,4.0
2020-11-08 00:33:42,Lawrence Crawford,L. Crawford,AFE,Run,6,,6.0
2020-11-08 01:52:32,Todd Cross,T. Cross,ABM,Run,3,,3.0
2020-11-08 02:58:15,Brandon Ramos,B. Ramos,AFE,Swim,10,,60.0
2020-11-08 03:22:03,Aaron Graham,A. Graham,ADSS/ADWS/ADWO,Swim,8,,48.0
2020-11-08 03:39:52,Steven Peterson,S. Peterson,ADW,Walk,1,,1.0
2020-11-08 04:08:53,Kyle Jones,K. Jones,AFE,Run,6,,6.0
2020-11-08 04:22:19,David Bell,D. Bell,AOSX/AOS,Cycle,10,,2.5
2020-11-08 04:43:15,William Brown,W. Brown,ADSS/ADWS/ADWO,Swim,9,,54.0
2020-11-08 05:09:21,Sean Mcdonald,S. Mcdonald,AFE,Run,10,,10.0
2020-11-08 05:34:07,Paul Rogers,P. Rogers,AOSX/AOS,Cycle,9,,2.25
2020-11-08 06:17:41,Jeffrey Fisher,J. Fisher,ABM,Run,7,,7.0
2020-11-08 06:28:10,Lisa Simpson,L. Simpson,AFE,Walk,4,,4.0
2020-11-08 07:38:23,Jessica Carter,J. Carter,ADSS/ADWS/ADWO,Walk,2,,2.0
2020-11-08 08:36:33,Antonio Taylor,A. Taylor,ABM,Cycle,2,,0.5
2020-11-08 10:42:08,Jessica Carter,J. Carter,ADSS/ADWS/ADWO,Cycle,7,,1.75
2020-11-08 11:25:28,Brandon Fuller,B. Fuller,ABM,Cycle,10,,2.5
2020-11-08 13:00:01,William Brown,W. Brown,ADSS/ADWS/ADWO,Cycle,8,,2.0
2020-11-08 13:53:03,Heidi Caldwell,H. Caldwell,ABM,Walk,4,,4.0
2020-11-08 14:02:21,Mary Jackson,M. Jackson,ATC,Run,5,,5.0
2020-11-08 14:30:32,Sean Mcdonald,S. Mcdonald,AFE,Swim,6,,36.0
2020-11-08 14:35:09,James Mays,J. Mays,ADW,Run,5,,5.0
2020-11-08 16:12:04,Angel Benson,A. Benson,ADSS/ADWS/ADWO,Cycle,7,,1.75
2020-11-08 16:18:45,Tracey Nguyen,T. Nguyen,AOSX/AOS,Walk,1,,1.0
2020-11-08 19:48:38,Barbara Baker,B. Baker,ATC,Run,3,,3.0
2020-11-08 19:59:55,Vicki Flores,V. Flores,ADSS/ADWS/ADWO,Run,8,,8.0
2020-11-08 21:14:38,Christopher Perry,C. Perry,ABM,Swim,9,,54.0
2020-11-08 21:18:13,Justin Richardson,J. Richardson,ADW,Swim,6,,36.0
2020-11-08 21:41:26,Steven Johnson,S. Johnson,ADW,Walk,10,,10.0
2020-11-09 00:04:23,Angel Benson,A. Benson,ADSS/ADWS/ADWO,Walk,8,,8.0
2020-11-09 02:16:01,James Mays,J. Mays,ADW,Swim,3,,18.0
2020-11-09 03:32:02,Justin Richardson,J. Richardson,ADW,Cycle,8,,2.0
2020-11-09 04:37:19,Steven Johnson,S. Johnson,ADW,Swim,6,,36.0
2020-11-09 05:00:38,Julie Lam,J. Lam,AOSX/AOS,Walk,6,,6.0
2020-11-09 07:32:38,Brandon Fuller,B. Fuller,ABM,Walk,8,,8.0
2020-11-09 08:16:50,Amanda Taylor,A. Taylor,ADW,Walk,4,,4.0
2020-11-09 10:16:34,Barbara Williams,B. Williams,ADW,Cycle,5,,1.25
2020-11-09 10:43:23,Paul Rogers,P. Rogers,AOSX/AOS,Walk,3,,3.0
2020-11-09 12:22:04,Morgan Woods,M. Woods,ADSS/ADWS/ADWO,Swim,7,,42.0
2020-11-09 12:38:47,James Rodriguez,J. Rodriguez,ADW,Walk,2,,2.0
2020-11-09 13:42:22,Mark Booker,M. Booker,AOSX/AOS,Run,8,,8.0
2020-11-09 20:07:13,Rick Rodriguez,R. Rodriguez,ADSS/ADWS/ADWO,Run,1,,1.0
2020-11-09 20:08:12,Mark Booker,M. Booker,AOSX/AOS,Cycle,9,,2.25
2020-11-09 20:29:21,James Rodriguez,J. Rodriguez,ADW,Walk,2,,2.0
2020-11-09 21:30:10,Cynthia Webb,C. Webb,ADW,Swim,8,,48.0
2020-11-09 21:59:46,Melinda Little,M. Little,ABM,Swim,4,,24.0
2020-11-10 01:54:34,Jeffrey Fisher,J. Fisher,ABM,Cycle,5,,1.25
2020-11-10 03:03:20,Antonio Taylor,A. Taylor,ABM,Cycle,2,,0.5
2020-11-10 03:05:28,Kelsey Pacheco,K. Pacheco,ADSS/ADWS/ADWO,Cycle,2,,0.5
2020-11-10 04:35:00,Vicki Flores,V. Flores,ADSS/ADWS/ADWO,Swim,5,,30.0
2020-11-10 05:21:54,Barbara Baker,B. Baker,ATC,Swim,2,,12.0
2020-11-10 05:47:34,Patricia Roberts,P. Roberts,ATC,Walk,10,,10.0
2020-11-10 06:33:39,Antonio Taylor,A. Taylor,ABM,Run,3,,3.0
2020-11-10 07:06:17,Rick Rodriguez,R. Rodriguez,ADSS/ADWS/ADWO,Swim,6,,36.0
2020-11-10 09:27:13,Wendy Maynard,W. Maynard,AFE,Cycle,2,,0.5
2020-11-10 10:31:33,Melinda Little,M. Little,ABM,Walk,3,,3.0
2020-11-10 12:40:01,Angel Benson,A. Benson,ADSS/ADWS/ADWO,Swim,4,,24.0
2020-11-10 14:19:08,Brian Lambert,B. Lambert,AFE,Swim,7,,42.0
2020-11-10 15:03:44,William Wallace,W. Wallace,AOSX/AOS,Cycle,2,,0.5
2020-11-10 15:29:11,Cameron Proctor,C. Proctor,ADSS/ADWS/ADWO,Cycle,4,,1.0
2020-11-10 15:41:35,Brandon Ramos,B. Ramos,AFE,Cycle,3,,0.75
2020-11-10 16:10:14,Aaron Graham,A. Graham,ADSS/ADWS/ADWO,Swim,10,,60.0
2020-11-10 17:27:50,Andrea Ayers,A. Ayers,ADSS/ADWS/ADWO,Walk,6,,6.0
2020-11-10 17:34:24,Kyle Jones,K. Jones,AFE,Swim,6,,36.0
2020-11-10 19:36:24,Hannah Pitts,H. Pitts,AFE,Cycle,3,,0.75
2020-11-10 19:51:12,Matthew Payne,M. Payne,AFE,Walk,1,,1.0
2020-11-10 20:33:54,Jennifer Robbins,J. Robbins,AOSX/AOS,Run,4,,4.0
2020-11-10 23:21:52,Jeffrey Smith,J. Smith,ABM,Cycle,1,,0.25
2020-11-10 23:44:35,Tanya Lamb,T. Lamb,AFE,Cycle,9,,2.25
2020-11-10 23:44:49,Morgan Woods,M. Woods,ADSS/ADWS/ADWO,Swim,4,,24.0
2020-11-11 00:30:02,Zachary Thomas,Z. Thomas,ADSS/ADWS/ADWO,Run,1,,1.0
2020-11-11 01:17:19,William Baker,W. Baker,AFE,Walk,8,,8.0
2020-11-11 02:19:28,Lisa Simpson,L. Simpson,AFE,Walk,1,,1.0
2020-11-11 02:30:00,Pamela Graham,P. Graham,ADW,Walk,8,,8.0
2020-11-11 04:29:08,Erica Raymond,E. Raymond,ADSS/ADWS/ADWO,Swim,4,,24.0
2020-11-11 04:38:43,Angel Benson,A. Benson,ADSS/ADWS/ADWO,Cycle,1,,0.25
2020-11-11 05:07:11,James Rodriguez,J. Rodriguez,ADW,Walk,7,,7.0
2020-11-11 06:02:01,Lawrence Crawford,L. Crawford,AFE,Walk,2,,2.0
2020-11-11 10:40:36,Lawrence Crawford,L. Crawford,AFE,Run,9,,9.0
2020-11-11 12:11:25,Johnny Lee,J. Lee,AFE,Swim,7,,42.0
2020-11-11 12:23:09,Steven Peterson,S. Peterson,ADW,Cycle,8,,2.0
2020-11-11 13:05:05,Kyle Jones,K. Jones,AFE,Walk,2,,2.0
2020-11-11 14:15:32,Barbara Baker,B. Baker,ATC,Walk,6,,6.0
2020-11-11 15:09:51,Diana Lee,D. Lee,ATC,Cycle,7,,1.75
2020-11-11 16:10:40,Mark Booker,M. Booker,AOSX/AOS,Run,3,,3.0
2020-11-11 16:36:40,Thomas Berry,T. Berry,ADSS/ADWS/ADWO,Run,4,,4.0
2020-11-11 19:30:07,Jennifer Robbins,J. Robbins,AOSX/AOS,Run,10,,10.0
2020-11-11 19:52:24,Rick Rodriguez,R. Rodriguez,ADSS/ADWS/ADWO,Walk,7,,7.0
2020-11-11 19:58:11,Michael Brown,M. Brown,ABM,Cycle,10,,2.5
2020-11-11 20:47:32,Morgan Woods,M. Woods,ADSS/ADWS/ADWO,Run,2,,2.0
2020-11-11 20:52:26,Diana Lee,D. Lee,ATC,Cycle,4,,1.0
2020-11-11 22:05:21,Brandon Russell,B. Russell,ATC,Walk,10,,10.0
2020-11-11 22:16:24,Kelsey Pacheco,K. Pacheco,ADSS/ADWS/ADWO,Swim,1,,6.0
2020-11-11 23:27:20,Veronica Barnett,V. Barnett,ADW,Cycle,8,,2.0
2020-11-12 00:39:32,Erica Raymond,E. Raymond,ADSS/ADWS/ADWO,Walk,9,,9.0
2020-11-12 00:53:54,Kimberly Thomas,K. Thomas,AFE,Walk,1,,1.0
2020-11-12 00:54:57,Cameron Proctor,C. Proctor,ADSS/ADWS/ADWO,Swim,10,,60.0
2020-11-12 01:16:44,Danielle Vaughn,D. Vaughn,ADSS/ADWS/ADWO,Run,7,,7.0
2020-11-12 03:59:33,Lori Pham,L. Pham,AOSX/AOS,Run,5,,5.0
2020-11-12 04:35:42,David Bell,D. Bell,AOSX/AOS,Walk,6,,6.0
2020-11-12 04:39:22,Vicki Flores,V. Flores,ADSS/ADWS/ADWO,Swim,4,,24.0
2020-11-12 05:32:40,Kenneth Rogers,K. Rogers,ABM,Swim,8,,48.0
2020-11-12 05:36:49,Jonathan Calderon,J. Calderon,AFE,Run,2,,2.0
2020-11-12 08:36:21,Tanya Lamb,T. Lamb,AFE,Run,6,,6.0
2020-11-12 08:39:58,Susan Hill,S. Hill,AOSX/AOS,Swim,10,,60.0
2020-11-12 10:03:54,Kenneth Rogers,K. Rogers,ABM,Swim,9,,54.0
2020-11-12 10:10:54,David Bell,D. Bell,AOSX/AOS,Walk,4,,4.0
2020-11-12 10:31:20,Lori Pham,L. Pham,AOSX/AOS,Walk,4,,4.0
2020-11-12 10:45:53,Morgan Woods,M. Woods,ADSS/ADWS/ADWO,Swim,4,,24.0
2020-11-12 11:00:00,Wendy Maynard,W. Maynard,AFE,Run,5,,5.0
2020-11-12 11:53:45,Paul Rogers,P. Rogers,AOSX/AOS,Run,10,,10.0
2020-11-12 12:47:22,Jeffrey Smith,J. Smith,ABM,Walk,10,,10.0
2020-11-12 13:11:15,Brian Lambert,B. Lambert,AFE,Cycle,5,,1.25
2020-11-12 14:10:19,Evan Peterson,E. Peterson,AOSX/AOS,Swim,3,,18.0
2020-11-12 15:27:34,Steven Peterson,S. Peterson,ADW,Cycle,4,,1.0
2020-11-12 16:16:17,Jerome Whitehead,J. Whitehead,ADW,Run,2,,2.0
2020-11-12 17:10:14,Jerome Whitehead,J. Whitehead,ADW,Swim,7,,42.0
2020-11-12 17:16:24,Charles Tyler,C. Tyler,AFE,Cycle,7,,1.75
2020-11-12 17:37:35,Jessica Carter,J. Carter,ADSS/ADWS/ADWO,Run,5,,5.0
2020-11-12 17:46:37,Aaron Graham,A. Graham,ADSS/ADWS/ADWO,Walk,1,,1.0
2020-11-12 18:15:11,Stefanie Tucker,S. Tucker,ABM,Walk,8,,8.0
2020-11-12 18:35:29,James Hammond,J. Hammond,ADSS/ADWS/ADWO,Walk,8,,8.0
2020-11-12 18:39:12,Brian Lambert,B. Lambert,AFE,Swim,8,,48.0
2020-11-12 19:10:52,Jennifer Robbins,J. Robbins,AOSX/AOS,Walk,10,,10.0
2020-11-12 19:15:06,Danielle Vaughn,D. Vaughn,ADSS/ADWS/ADWO,Walk,3,,3.0
2020-11-12 20:43:26,Zachary Thomas,Z. Thomas,ADSS/ADWS/ADWO,Run,6,,6.0
2020-11-12 21:00:45,Jeffrey Smith,J. Smith,ABM,Run,9,,9.0
2020-11-12 21:56:21,Shelby Robertson,S. Robertson,ABM,Swim,2,,12.0
2020-11-12 21:59:17,Lisa Simpson,L. Simpson,AFE,Cycle,2,,0.5
2020-11-13 00:30:42,Harold Perez,H. Perez,AOSX/AOS,Walk,8,,8.0
2020-11-13 01:11:41,David Johnson,D. Johnson,AFE,Swim,10,,60.0
2020-11-13 02:35:46,Heidi Caldwell,H. Caldwell,ABM,Run,8,,8.0
2020-11-13 02:49:51,Laura Tucker,L. Tucker,AOSX/AOS,Cycle,9,,2.25
2020-11-13 04:34:43,Stephanie Walker,S. Walker,AFE,Run,5,,5.0
2020-11-13 04:57:25,Laura Tucker,L. Tucker,AOSX/AOS,Swim,2,,12.0
2020-11-13 07:23:11,Catherine Wilkins,C. Wilkins,AFE,Swim,5,,30.0
2020-11-13 07:40:32,Veronica Barnett,V. Barnett,ADW,Run,3,,3.0
2020-11-13 08:22:03,Kelsey Pacheco,K. Pacheco,ADSS/ADWS/ADWO,Swim,6,,36.0
2020-11-13 09:28:51,Cameron Proctor,C. Proctor,ADSS/ADWS/ADWO,Walk,4,,4.0
2020-11-13 09:50:50,Paul Rogers,P. Rogers,AOSX/AOS,Cycle,7,,1.75
2020-11-13 10:38:28,Arthur Kelly,A. Kelly,ATC,Cycle,6,,1.5
2020-11-13 11:39:07,Rick Rodriguez,R. Rodriguez,ADSS/ADWS/ADWO,Run,1,,1.0
2020-11-13 11:53:18,Veronica Barnett,V. Barnett,ADW,Walk,2,,2.0
2020-11-13 11:56:12,Deborah Gonzales,D. Gonzales,ABM,Swim,1,,6.0
2020-11-13 15:37:06,Rick Rodriguez,R. Rodriguez,ADSS/ADWS/ADWO,Walk,2,,2.0
2020-11-13 15:37:36,Jeffrey Smith,J. Smith,ABM,Run,4,,4.0
2020-11-13 18:02:53,Barbara Williams,B. Williams,ADW,Walk,5,,5.0
2020-11-13 20:11:00,Julie Lam,J. Lam,AOSX/AOS,Cycle,3,,0.75
